"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 23-Feb-2026"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"HITECHCORP","EQ","    223.44","11-SEP-2025","    146.00","03-FEB-2026"
"HITECHGEAR","BE","    897.45","13-OCT-2025","    515.00","18-MAR-2025"
"HLEGLAS","EQ","    661.95","03-NOV-2025","    217.83","13-MAR-2025"
"HLVLTD","EQ","     15.75","09-JUN-2025","      7.80","02-FEB-2026"
"HMAAGRO","EQ","     38.00","03-JUN-2025","     24.78","02-FEB-2026"
"HMI150INAV","EQ","-","-","-","-"
"HMT","BZ","     75.49","06-JUN-2025","     41.00","27-JAN-2026"
"HMVL","EQ","    103.40","19-MAY-2025","     61.76","08-DEC-2025"
"HNDFDS","EQ","    608.00","16-APR-2025","    421.50","07-APR-2025"
"HNGSNBENAV","EQ","-","-","-","-"
"HNGSNGBEES","EQ","    579.92","06-OCT-2025","    319.00","07-APR-2025"
"HOACFOODS","ST","    380.00","17-FEB-2026","    112.00","03-MAR-2025"
"HOLMARC","SM","    176.95","20-MAY-2025","     86.15","19-NOV-2025"
"HOMEFIRST","EQ","   1519.00","25-JUL-2025","    878.40","07-APR-2025"
"HOMESFY","SM","    463.95","06-MAR-2025","    148.05","12-FEB-2026"
"HONASA","EQ","    334.20","09-JUN-2025","    203.50","03-MAR-2025"
"HONAUT","EQ","  41450.00","03-JUL-2025","  30590.00","28-JAN-2026"
"HONDAPOWER","EQ","   3256.00","10-JUL-2025","   1815.00","07-APR-2025"
"HPAL","EQ","     57.55","22-APR-2025","     36.30","02-FEB-2026"
"HPIL","EQ","    175.88","31-JUL-2025","    110.40","09-MAY-2025"
"HPL","EQ","    639.90","15-JUL-2025","    307.90","03-FEB-2026"
"HPTL","SM","    327.40","07-OCT-2025","    101.05","03-APR-2025"
"HRHNEXT","SM","     68.55","27-FEB-2025","     25.30","02-DEC-2025"
"HSCL","EQ","    534.45","15-JUL-2025","    365.35","07-APR-2025"
"HSM250INAV","EQ","-","-","-","-"
"HTMEDIA","EQ","     28.64","06-OCT-2025","     15.10","09-MAY-2025"
"HUBTOWN","EQ","    365.70","25-AUG-2025","    162.05","09-MAY-2025"
"HUDCO","EQ","    253.73","03-JUN-2025","    158.85","03-MAR-2025"
"HUHTAMAKI","EQ","    272.65","23-OCT-2025","    170.56","03-MAR-2025"
"HVAX","SM","   1029.30","16-JUN-2025","    544.50","04-MAR-2025"
"HYBRIDFIN","EQ","     33.62","23-OCT-2025","     10.05","09-MAY-2025"
"HYUNDAI","EQ","   2890.00","22-SEP-2025","   1541.70","07-APR-2025"
"IBLFL","SM","     74.00","21-AUG-2025","     44.80","02-FEB-2026"
"IBULLSLTD","EQ","     21.25","30-OCT-2025","      9.26","20-FEB-2026"
"IC10GSINAV","EQ","-","-","-","-"
"ICDSLTD","EQ","     68.49","26-MAY-2025","     36.60","11-FEB-2026"
"ICEMAKE","EQ","   1088.75","24-APR-2025","    592.00","04-MAR-2025"
"ICICI1INAV","EQ","-","-","-","-"
"ICICI2INAV","EQ","-","-","-","-"
"ICICI5INAV","EQ","-","-","-","-"
"ICICIAINAV","EQ","-","-","-","-"
"ICICIAMC","EQ","   3150.60","12-FEB-2026","   2530.00","22-DEC-2025"
"ICICIB22","EQ","    128.83","18-FEB-2026","     93.02","03-MAR-2025"
"ICICIBANK","EQ","   1500.00","25-JUL-2025","   1200.10","28-FEB-2025"
"ICICIBINAV","EQ","-","-","-","-"
"ICICICINAV","EQ","-","-","-","-"
"ICICIFINAV","EQ","-","-","-","-"
"ICICIGI","EQ","   2068.70","01-JUL-2025","   1613.70","04-MAR-2025"
"ICICIGINAV","EQ","-","-","-","-"
"ICICIKINAV","EQ","-","-","-","-"
"ICICILINAV","EQ","-","-","-","-"
"ICICIMINAV","EQ","-","-","-","-"
"ICICININAV","EQ","-","-","-","-"
"ICICIOINAV","EQ","-","-","-","-"
"ICICIPINAV","EQ","-","-","-","-"
"ICICIPRULI","EQ","    706.80","13-JAN-2026","    525.80","07-APR-2025"
"ICICIQINAV","EQ","-","-","-","-"
"ICICIRINAV","EQ","-","-","-","-"
"ICICISINAV","EQ","-","-","-","-"
"ICICITINAV","EQ","-","-","-","-"
"ICICIXINAV","EQ","-","-","-","-"
"ICICIYINAV","EQ","-","-","-","-"
"ICICMOINAV","EQ","-","-","-","-"
"ICICOMINAV","EQ","-","-","-","-"
"ICIFININAV","EQ","-","-","-","-"
"ICIL","EQ","    351.35","14-MAY-2025","    213.55","07-APR-2025"
"ICINFRINAV","EQ","-","-","-","-"
"ICIQ30INAV","EQ","-","-","-","-"
"ICISECINAV","EQ","-","-","-","-"
"ICISENINAV","EQ","-","-","-","-"
"ICRA","EQ","   7130.00","16-JUL-2025","   5015.10","07-APR-2025"
"IDBI","EQ","    118.38","05-JAN-2026","     66.50","04-MAR-2025"
"IDBIGOINAV","EQ","-","-","-","-"
"IDEA","EQ","     12.80","31-DEC-2025","      6.12","14-AUG-2025"
"IDEAFORGE","EQ","    659.85","24-JUN-2025","    304.20","07-APR-2025"
"IDEALTECHO","SM","    237.65","09-FEB-2026","    119.20","25-MAR-2025"
"IDENTICAL","SM","     56.00","28-MAY-2025","     17.05","22-JAN-2026"
"IDFCFIRSTB","EQ","     87.00","02-JAN-2026","     52.46","07-APR-2025"
"IDFNIFINAV","EQ","-","-","-","-"
"IDFNIFTYET","EQ","    340.80","15-DEC-2025","    235.01","07-APR-2025"
"IEML","SM","    173.57","22-SEP-2025","     71.10","02-FEB-2026"
"IEX","EQ","    215.40","09-JUN-2025","    119.00","02-FEB-2026"
"IFBAGRO","EQ","   1790.00","08-JAN-2026","    440.00","07-APR-2025"
"IFBIND","EQ","   2019.80","31-OCT-2025","   1058.50","29-JAN-2026"
"IFCI","EQ","     74.50","29-MAY-2025","     36.20","07-APR-2025"
"IFGLEXPOR","EQ","    338.00","06-OCT-2025","    163.50","03-MAR-2025"
"IGARASHI","EQ","    665.00","06-AUG-2025","    354.30","21-JAN-2026"
"IGCL","EQ","    122.00","22-JUL-2025","     64.50","27-JAN-2026"
"IGIL","EQ","    455.55","21-FEB-2025","    282.00","12-MAR-2025"
"IGL","EQ","    229.00","08-JUL-2025","    163.00","13-FEB-2026"
"IGPL","EQ","    519.80","21-JUL-2025","    324.05","16-FEB-2026"
"IIFL","EQ","    675.00","06-JAN-2026","    279.80","04-MAR-2025"
"IIFLCAPS","EQ","    411.30","07-JAN-2026","    180.00","07-APR-2025"
"IITL","EQ","    330.40","20-FEB-2025","    120.20","16-FEB-2026"
"IKIO","EQ","    304.00","21-MAR-2025","    141.79","16-FEB-2026"
"IKS","EQ","   1929.00","25-FEB-2025","   1236.80","07-APR-2025"
"IL&FSENGG","BZ","     45.84","29-APR-2025","     21.00","20-FEB-2026"
"IL&FSTRANS","BZ","      4.40","04-JUL-2025","      2.42","09-DEC-2025"
"IMAGICAA","EQ","     75.55","02-JUN-2025","     43.90","29-DEC-2025"
"IMFA","EQ","   1510.60","05-JAN-2026","    549.80","07-APR-2025"
"IMPAL","EQ","   1184.50","17-JUL-2025","    870.10","28-FEB-2025"
"IMPEXFERRO","BZ","      2.72","20-FEB-2025","      1.64","30-JAN-2026"
"INCREDIBLE","EQ","     52.87","08-SEP-2025","     28.50","03-MAR-2025"
"INDBANK","EQ","     47.15","07-OCT-2025","     25.50","07-APR-2025"
"INDGN","EQ","    632.90","03-JUN-2025","    455.60","27-JAN-2026"
"INDHOTEL","EQ","    858.00","25-MAR-2025","    627.20","01-FEB-2026"
"INDIACEM","EQ","    485.80","08-JAN-2026","    238.85","28-FEB-2025"
"INDIAGLYCO","EQ","   1222.00","20-NOV-2025","    503.53","03-MAR-2025"
"INDIAMART","EQ","   2799.00","14-JUL-2025","   1900.10","07-APR-2025"
"INDIANB","EQ","    952.50","19-FEB-2026","    478.00","13-MAR-2025"
"INDIANCARD","EQ","    384.00","20-MAY-2025","    213.01","27-JAN-2026"
"INDIANHUME","EQ","    479.00","04-JUL-2025","    294.10","17-MAR-2025"
"INDIASHLTR","EQ","   1011.75","21-JUL-2025","    650.00","07-APR-2025"
"INDIFRA","SM","     24.50","26-JUN-2025","     12.65","03-APR-2025"
"INDIGO","EQ","   6232.50","18-AUG-2025","   4267.55","03-MAR-2025"
"INDIGOPNTS","EQ","   1345.90","18-NOV-2025","    910.00","07-APR-2025"
"INDIGRID","IV","    174.00","30-OCT-2025","    139.21","03-MAR-2025"
"INDIQUBE","EQ","    243.80","22-SEP-2025","    163.51","02-FEB-2026"
"INDNIPPON","EQ","   1099.90","08-OCT-2025","    545.30","17-MAR-2025"
"INDOAMIN","EQ","    176.25","07-JUL-2025","    105.00","04-MAR-2025"
"INDOBORAX","EQ","    301.85","28-JUL-2025","    144.56","04-MAR-2025"
"INDOCO","EQ","    349.80","16-JUL-2025","    190.00","28-FEB-2025"
"INDOFARM","EQ","    271.69","20-OCT-2025","    134.10","16-FEB-2026"
"INDORAMA","EQ","     75.00","03-NOV-2025","     32.00","05-MAR-2025"
"INDOSTAR","EQ","    366.30","01-JUL-2025","    185.10","02-FEB-2026"
"INDOTECH","EQ","   2787.40","20-MAY-2025","   1148.00","27-JAN-2026"
"INDOTHAI","EQ","    466.35","19-NOV-2025","    143.65","03-SEP-2025"
"INDOUS","EQ","    223.60","20-FEB-2025","    105.00","21-JAN-2026"
"INDOWIND","EQ","     23.72","23-APR-2025","     10.19","20-FEB-2026"
"INDRAMEDCO","EQ","    640.85","06-NOV-2025","    307.25","13-MAR-2025"
"INDSWFTLAB","EQ","    149.90","17-FEB-2026","     68.72","09-MAY-2025"
"INDTERRAIN","EQ","     45.00","28-MAY-2025","     29.65","13-MAR-2025"
"INDUSINDBK","EQ","   1063.30","27-FEB-2025","    606.00","12-MAR-2025"
"INDUSINVIT","IV","    124.98","20-FEB-2026","     99.10","12-MAR-2025"
"INDUSTOWER","EQ","    481.50","19-FEB-2026","    312.55","03-SEP-2025"
"INFINIUM","SM","    337.00","26-MAY-2025","    209.00","20-FEB-2026"
"INFLUX","SM","    261.95","29-DEC-2025","    120.00","26-JUN-2025"
"INFOBEAN","EQ","   1030.00","07-JAN-2026","    270.55","07-APR-2025"
"INFOLLION","SM","    575.00","28-APR-2025","    320.00","16-FEB-2026"
"INFOMEDIA","EQ","      9.89","11-JUN-2025","      4.50","16-FEB-2026"
"INFRA","EQ","     11.65","19-FEB-2026","     11.35","19-FEB-2026"
"INFRABEES","EQ","   1018.30","05-JAN-2026","    783.98","03-MAR-2025"
"INFRABENAV","EQ","-","-","-","-"
"INFRAIETF","EQ","    101.00","19-DEC-2025","     77.65","03-MAR-2025"
"INFY","EQ","   1831.00","20-FEB-2025","   1281.50","13-FEB-2026"
"INGERRAND","EQ","   4477.80","01-OCT-2025","   3063.30","21-JAN-2026"
"INM","SM","    344.50","23-OCT-2025","    143.20","04-MAR-2025"
"INNOMET","SM","    216.00","16-JUN-2025","     68.95","04-FEB-2026"
"INNOVACAP","EQ","   1020.70","13-JUN-2025","    624.00","19-JAN-2026"
"INNOVANA","EQ","    649.50","10-JUL-2025","    270.50","27-MAR-2025"
"INOXGREEN","EQ","    279.00","03-NOV-2025","    104.00","09-APR-2025"
"INOXINDIA","EQ","   1288.00","02-JUL-2025","    892.25","07-APR-2025"
"INOXWIND","EQ","    199.01","02-JUN-2025","     95.71","20-FEB-2026"
"INSECTICID","EQ","   1098.00","01-AUG-2025","    565.10","24-FEB-2025"
"INSPIRE","SM","     28.25","28-APR-2025","      9.50","19-JAN-2026"
"INSPIRISYS","EQ","    120.74","14-MAY-2025","     66.55","07-APR-2025"
"INTEGRITY","SM","    145.10","25-NOV-2025","     81.70","10-JUL-2025"
"INTELLECT","EQ","   1255.00","17-JUN-2025","    577.40","07-APR-2025"
"INTENTECH","EQ","    149.90","23-SEP-2025","     79.50","19-AUG-2025"
"INTERARCH","EQ","   2762.60","10-NOV-2025","   1264.00","07-APR-2025"
"INTERISE","IV","    112.85","26-MAR-2025","    109.75","16-SEP-2025"
"INTERNET","EQ","     16.12","10-JUL-2025","     12.35","01-FEB-2026"
"INTERNINAV","EQ","-","-","-","-"
"INTLCONV","EQ","    114.54","07-OCT-2025","     64.50","07-APR-2025"
"INVENTURE","EQ","      1.83","22-APR-2025","      1.03","21-JAN-2026"
"INVICTA","SM","    105.00","08-DEC-2025","     60.20","02-FEB-2026"
"IOB","EQ","     47.95","21-FEB-2025","     33.50","07-APR-2025"
"IOC","EQ","    182.25","12-FEB-2026","    110.72","03-MAR-2025"
"IOLCP","EQ","    126.66","19-SEP-2025","     57.50","07-APR-2025"
"IONEXCHANG","EQ","    580.75","17-JUL-2025","    322.10","30-JAN-2026"
"IPCALAB","EQ","   1595.00","25-JUL-2025","   1168.20","07-APR-2025"
"IPHL","SM","     78.25","20-NOV-2025","     42.40","28-MAR-2025"
"IPL","EQ","    245.84","21-AUG-2025","    119.79","03-MAR-2025"
"IPSL","SM","    385.00","17-SEP-2025","    240.05","10-JUL-2025"
"IRB","EQ","     54.28","10-JUN-2025","     38.57","21-JAN-2026"
"IRBINVIT","IV","     65.25","10-JUN-2025","     49.91","28-MAR-2025"
"IRBIT","IV","-","-","-","-"
"IRCON","EQ","    225.52","05-JUN-2025","    134.24","03-MAR-2025"
"IRCTC","EQ","    820.25","19-MAY-2025","    596.00","02-FEB-2026"
"IREDA","EQ","    187.70","21-FEB-2025","    121.65","13-FEB-2026"
"IRFC","EQ","    148.95","09-JUN-2025","    108.04","03-MAR-2025"
"IRIS","EQ","    438.90","13-MAR-2025","    228.05","23-MAY-2025"
"IRISDOREME","EQ","     39.49","29-DEC-2025","     20.73","27-MAR-2025"
"IRMENERGY","EQ","    393.00","23-SEP-2025","    229.00","02-FEB-2026"
"ISFT","EQ","    120.99","19-JUN-2025","     79.51","19-FEB-2026"
"ISGEC","EQ","   1281.30","06-JUN-2025","    683.95","27-JAN-2026"
"ISHAN","SM","      1.45","21-FEB-2025","       .65","20-FEB-2026"
"ISHANCH","EQ","     83.37","13-OCT-2025","     36.00","07-MAY-2025"
"IT","EQ","     44.49","03-FEB-2026","     32.55","07-APR-2025"
"ITADD","EQ","     42.20","20-FEB-2025","     32.61","07-APR-2025"
"ITALIANE","SM","     41.00","25-SEP-2025","     24.05","29-JAN-2026"
"ITBEES","EQ","     44.30","20-FEB-2025","     33.63","07-APR-2025"
"ITBEESINAV","EQ","-","-","-","-"
"ITBETA","EQ","    436.00","24-FEB-2025","    325.00","07-APR-2025"
"ITC","EQ","    444.20","27-MAY-2025","    302.00","02-FEB-2026"
"ITCHOTELS","EQ","    261.62","21-JUL-2025","    158.35","25-FEB-2025"
"ITDC","EQ","    712.80","06-OCT-2025","    473.00","03-MAR-2025"
"ITETF","EQ","     42.18","20-FEB-2025","     31.70","07-APR-2025"
"ITETFINAV","EQ","-","-","-","-"
"ITI","EQ","    372.85","08-OCT-2025","    234.04","07-APR-2025"
"ITIETF","EQ","     44.30","03-FEB-2026","     33.43","07-APR-2025"
"ITTL","ST","    152.40","14-AUG-2025","     29.35","03-MAR-2025"
"IVALUE","EQ","    340.00","20-NOV-2025","    213.98","05-FEB-2026"
"IVC","EQ","     10.53","29-MAY-2025","      7.05","04-NOV-2025"
"IVP","EQ","    206.99","01-JUL-2025","    126.35","27-JAN-2026"
"IVZINGINAV","EQ","-","-","-","-"
"IVZINGOLD","EQ","  15599.80","29-JAN-2026","   7401.00","28-FEB-2025"
"IVZINNIFTY","EQ","   3147.00","06-FEB-2026","   2480.00","03-MAR-2025"
"IVZINNINAV","EQ","-","-","-","-"
"IWARE","ST","    275.00","20-FEB-2026","     70.05","04-JUN-2025"
"IXIGO","EQ","    339.15","16-OCT-2025","    117.00","04-MAR-2025"
"IZMO","EQ","   1374.70","29-SEP-2025","    229.70","04-MAR-2025"
"J&KBANK","EQ","    117.25","01-JUL-2025","     87.30","09-MAY-2025"
"JAGRAN","EQ","     83.80","29-MAY-2025","     63.30","20-FEB-2026"
"JAGSNPHARM","EQ","    301.65","28-JUL-2025","    155.00","22-JAN-2026"
"JAIBALAJI","EQ","    156.81","07-MAR-2025","     59.90","11-DEC-2025"
"JAICORPLTD","EQ","    178.24","08-SEP-2025","     81.49","09-MAY-2025"
"JAINAM","SM","    322.85","08-AUG-2025","    201.00","03-MAR-2025"
"JAINIK","SM","    153.10","17-SEP-2025","     60.60","03-JUL-2025"
"JAINREC","EQ","    461.00","18-NOV-2025","    247.57","01-OCT-2025"
