SYMBOL,SERIES,Adjusted_52_Week_High,52WH_Date,Adjusted_52_Week_Low,52WL_Date
GOLD1,EQ,    119.00,13-JAN-2026,     66.02,14-JAN-2025
GOLD360,EQ,    154.95,09-JAN-2026,     78.20,19-JUN-2025
GOLDADD,EQ,    137.53,13-JAN-2026,     76.21,14-JAN-2025
GOLDBEES,EQ,    117.14,13-JAN-2026,     65.70,14-JAN-2025
GOLDBETA,EQ,    119.90,13-JAN-2026,     66.20,14-JAN-2025
GOLDBND,EQ,    144.00,13-JAN-2026,    127.96,15-DEC-2025
GOLDCASE,EQ,     22.70,13-JAN-2026,     11.25,15-JAN-2025
GOLDETF,EQ,    139.89,26-DEC-2025,     76.59,15-JAN-2025
GOLDIAM,EQ,    569.00,16-JAN-2025,    251.35,07-APR-2025
GOLDIETF,EQ,    124.50,12-JAN-2026,     67.39,14-JAN-2025
GOLDTECH,EQ,     80.44,01-JUL-2025,     45.35,10-DEC-2025
GOODLUCK,EQ,   1349.00,03-OCT-2025,    567.75,18-FEB-2025
GOPAL,EQ,    398.00,10-SEP-2025,    255.90,17-MAR-2025
GPIL,EQ,    290.00,29-OCT-2025,    145.75,03-MAR-2025
GPPL,EQ,    200.09,08-JAN-2026,    122.50,03-MAR-2025
GPTHEALTH,EQ,    185.00,05-AUG-2025,    126.10,04-MAR-2025
GPTINFRA,EQ,    149.80,30-MAY-2025,     84.48,05-MAR-2025
GRANULES,EQ,    627.00,07-JAN-2026,    422.00,09-APR-2025
GRAPHITE,EQ,    685.00,06-JAN-2026,    365.75,04-MAR-2025
GRASIM,EQ,   2977.80,29-OCT-2025,   2276.95,13-JAN-2025
GRAVITA,EQ,   2259.95,21-JAN-2025,   1379.65,07-APR-2025
GREAVESCOT,EQ,    305.85,06-FEB-2025,    168.25,07-APR-2025
GREENLAM,EQ,    300.00,21-JAN-2025,    197.42,05-MAY-2025
GREENPANEL,EQ,    395.00,06-FEB-2025,    202.81,07-APR-2025
GREENPLY,EQ,    351.95,24-JUL-2025,    232.50,12-JAN-2026
GREENPOWER,EQ,     17.30,14-JAN-2025,     10.75,13-JAN-2026
GRINDWELL,EQ,   1965.00,01-FEB-2025,   1356.05,04-MAR-2025
GRINFRA,EQ,   1444.40,10-JUN-2025,    901.00,17-MAR-2025
GRMOVER,EQ,    185.45,24-DEC-2025,     58.63,13-JAN-2025
GROBTEA,EQ,   1359.90,09-JUN-2025,    747.00,05-MAR-2025
GROWW,EQ,    193.80,18-NOV-2025,    112.00,12-NOV-2025
GROWWCAPM,EQ,     11.78,05-DEC-2025,      9.40,31-DEC-2025
GROWWDEFNC,EQ,     93.89,19-MAY-2025,     49.83,03-MAR-2025
GROWWEV,EQ,     32.38,05-JAN-2026,     23.00,07-APR-2025
GROWWGOLD,EQ,    138.48,13-JAN-2026,     76.80,15-JAN-2025
GROWWLIQID,EQ,    108.34,06-JAN-2026,    100.00,12-MAY-2025
GROWWLOVOL,EQ,     11.50,26-JUN-2025,      9.00,18-JUN-2025
GROWWMC150,EQ,    228.75,07-JAN-2026,    215.48,09-DEC-2025
GROWWMETAL,EQ,     11.69,06-JAN-2026,     10.03,30-DEC-2025
GROWWMOM50,EQ,     12.00,10-JUN-2025,      9.11,02-MAY-2025
GROWWN200,EQ,     12.45,07-APR-2025,      9.00,10-MAR-2025
GROWWNET,EQ,     12.14,23-JUL-2025,      9.17,14-JUL-2025
GROWWNIFTY,EQ,     11.00,18-SEP-2025,      9.50,12-AUG-2025
GROWWNXT50,EQ,     72.25,01-DEC-2025,     64.00,28-AUG-2025
GROWWPOWER,EQ,     11.30,08-DEC-2025,      9.36,12-JAN-2026
GROWWRAIL,EQ,     43.66,19-MAY-2025,     28.72,07-APR-2025
GROWWRLTY,EQ,     11.30,12-NOV-2025,      9.52,13-JAN-2026
GROWWSC250,EQ,     10.47,30-OCT-2025,      9.17,12-JAN-2026
GROWWSLVR,EQ,    257.00,13-JAN-2026,     94.20,23-MAY-2025
GRPLTD,EQ,   3304.05,22-JAN-2025,   1604.10,08-DEC-2025
GRSE,EQ,   3538.40,23-JUN-2025,   1184.90,03-MAR-2025
GRWRHITECH,EQ,   4782.90,30-MAY-2025,   2317.35,09-APR-2025
GSEC10ABSL,EQ,    111.10,26-NOV-2025,    102.66,15-JAN-2025
GSEC10IETF,EQ,    265.36,18-JUL-2025,    240.30,14-JAN-2025
GSEC10YEAR,EQ,     31.00,26-MAR-2025,     27.26,13-JAN-2025
GSEC5IETF,EQ,     66.70,01-AUG-2025,     58.01,13-JAN-2025
GSFC,EQ,    220.59,04-SEP-2025,    158.30,03-MAR-2025
GSPL,EQ,    387.00,17-JAN-2025,    261.45,04-MAR-2025
GSS,EQ,     59.90,20-FEB-2025,     15.19,12-JAN-2026
GTECJAINX,EQ,     37.80,21-JAN-2025,     18.30,13-JAN-2026
GTL,EQ,     13.00,12-JUN-2025,      7.54,12-JAN-2026
GTLINFRA,EQ,      2.17,12-JUN-2025,      1.13,12-JAN-2026
GTPL,EQ,    135.90,20-JAN-2025,     88.00,13-JAN-2026
GUFICBIO,EQ,    485.80,14-JAN-2025,    298.80,07-APR-2025
GUJALKALI,EQ,    752.55,17-JAN-2025,    467.00,12-JAN-2026
GUJAPOLLO,EQ,    556.00,26-AUG-2025,    246.55,04-MAR-2025
GUJGASLTD,EQ,    508.70,03-JUL-2025,    360.25,03-MAR-2025
GUJTHEM,EQ,    479.00,27-OCT-2025,    208.00,03-MAR-2025
GULFOILLUB,EQ,   1331.90,01-JUL-2025,    911.00,07-APR-2025
GULFPETRO,EQ,     56.20,21-JAN-2025,     32.91,11-DEC-2025
GULPOLY,EQ,    224.47,05-FEB-2025,    129.50,09-DEC-2025
GVPIL,EQ,    394.00,19-AUG-2025,    205.25,07-APR-2025
GVPTECH,EQ,     12.00,30-JUN-2025,      7.61,13-MAR-2025
GVT&D,EQ,   3323.80,03-NOV-2025,   1254.00,09-APR-2025
HAL,EQ,   5165.00,16-MAY-2025,   3046.05,03-MAR-2025
HAPPSTMNDS,EQ,    773.70,11-FEB-2025,    428.15,13-JAN-2026
HAPPYFORGE,EQ,   1193.60,05-JAN-2026,    724.10,07-APR-2025
HARIOMPIPE,EQ,    572.20,22-SEP-2025,    320.35,17-MAR-2025
HARRMALAYA,EQ,    299.00,17-JAN-2025,    156.52,26-DEC-2025
HARSHA,EQ,    470.00,13-JAN-2025,    329.95,07-APR-2025
HATHWAY,EQ,     17.98,16-JUL-2025,     11.80,12-JAN-2026
HATSUN,EQ,   1179.00,28-OCT-2025,    859.55,07-MAY-2025
HAVELLS,EQ,   1712.85,03-FEB-2025,   1380.00,10-DEC-2025
HAVISHA,EQ,      3.05,12-JUN-2025,      1.52,05-DEC-2025
HBLENGINE,EQ,   1122.00,10-NOV-2025,    405.00,17-MAR-2025
HCC,EQ,     31.42,11-JUN-2025,     16.92,16-DEC-2025
HCG,EQ,    804.65,24-OCT-2025,    472.55,17-FEB-2025
HCL-INSYS,EQ,     24.50,20-MAY-2025,     11.80,07-APR-2025
HCLTECH,EQ,   2012.20,13-JAN-2025,   1302.75,07-APR-2025
HDBFS,EQ,    891.90,03-JUL-2025,    705.05,07-NOV-2025
HDFCAMC,EQ,   2967.25,16-OCT-2025,   1781.53,12-FEB-2025
HDFCBANK,EQ,   1020.50,23-OCT-2025,    812.15,13-JAN-2025
HDFCBSE500,EQ,     39.55,28-JUL-2025,     31.14,07-APR-2025
HDFCGOLD,EQ,    120.90,29-DEC-2025,     67.71,13-JAN-2025
HDFCGROWTH,EQ,    133.30,07-JAN-2026,    103.11,07-APR-2025
HDFCLIFE,EQ,    820.75,30-JUN-2025,    584.30,15-JAN-2025
HDFCLIQUID,EQ,   1045.47,21-JUL-2025,    990.00,24-MAR-2025
HDFCLOWVOL,EQ,     23.00,16-JUN-2025,     17.70,12-MAR-2025
HDFCMID150,EQ,     23.39,07-JAN-2026,     17.51,18-FEB-2025
HDFCMOMENT,EQ,     33.23,23-OCT-2025,     25.50,07-APR-2025
HDFCNEXT50,EQ,     73.00,23-SEP-2025,     57.00,03-MAR-2025
HDFCNIF100,EQ,     29.00,19-SEP-2025,     21.15,15-MAY-2025
HDFCNIFBAN,EQ,     62.30,09-DEC-2025,     48.51,18-MAR-2025
HDFCNIFIT,EQ,     46.35,13-JAN-2025,     32.24,07-APR-2025
HDFCNIFTY,EQ,    301.88,02-DEC-2025,    240.55,07-APR-2025
HDFCPSUBK,EQ,     90.13,06-JAN-2026,     55.68,03-MAR-2025
HDFCPVTBAN,EQ,     29.97,23-OCT-2025,     23.66,13-JAN-2025
HDFCQUAL,EQ,     61.50,07-JAN-2026,     49.53,04-MAR-2025
HDFCSENSEX,EQ,     98.48,08-DEC-2025,     80.55,07-APR-2025
HDFCSILVER,EQ,    252.49,13-JAN-2026,     85.67,07-APR-2025
HDFCSML250,EQ,    183.18,11-JUL-2025,    135.21,03-MAR-2025
HDFCVALUE,EQ,    143.11,21-JAN-2025,    117.50,07-APR-2025
HEADSUP,EQ,     14.48,27-FEB-2025,      8.36,26-DEC-2025
HEALTHADD,EQ,    152.49,07-JAN-2026,    126.98,03-MAR-2025
HEALTHIETF,EQ,    157.19,02-DEC-2025,    128.14,04-MAR-2025
HEALTHY,EQ,     16.25,16-JUL-2025,     12.20,07-APR-2025
HECPROJECT,EQ,    184.10,25-JUN-2025,     82.01,08-APR-2025
HEG,EQ,    672.00,31-DEC-2025,    331.25,17-FEB-2025
HEIDELBERG,EQ,    242.78,27-JAN-2025,    165.12,12-JAN-2026
HEMIPROP,EQ,    190.69,03-OCT-2025,    111.03,07-APR-2025
HERANBA,EQ,    403.70,31-JUL-2025,    208.00,12-MAR-2025
HERITGFOOD,EQ,    540.00,18-SEP-2025,    352.10,07-APR-2025
HEROMOTOCO,EQ,   6388.50,05-DEC-2025,   3344.00,07-APR-2025
HESTERBIO,EQ,   2350.00,04-AUG-2025,   1242.95,28-MAR-2025
HEUBACHIND,EQ,    620.85,17-JUL-2025,    430.40,11-DEC-2025
HEXATRADEX,EQ,    245.80,20-JAN-2025,    155.15,17-DEC-2025
HEXT,EQ,    900.00,09-JUL-2025,    590.30,07-APR-2025
HFCL,EQ,    106.95,01-FEB-2025,     60.72,26-DEC-2025
HGINFRA,EQ,   1405.10,20-JAN-2025,    691.60,12-JAN-2026
HGM,EQ,     82.40,15-SEP-2025,     41.50,04-MAR-2025
HGS,EQ,    669.95,16-JAN-2025,    424.75,12-JAN-2026
HIKAL,EQ,    456.75,16-APR-2025,    209.54,12-JAN-2026
HILINFRA,EQ,    131.40,14-AUG-2025,     54.31,12-JAN-2026
HILTON,EQ,     94.62,27-JAN-2025,     29.50,12-JAN-2026
HIMATSEIDE,EQ,    184.90,21-JAN-2025,    100.54,12-JAN-2026
HINDALCO,EQ,    970.80,06-JAN-2026,    546.45,07-APR-2025
HINDCOMPOS,EQ,    537.75,10-JUN-2025,    401.75,07-APR-2025
HINDCON,EQ,     44.90,01-FEB-2025,     24.81,13-JAN-2026
HINDCOPPER,EQ,    575.00,07-JAN-2026,    183.82,07-APR-2025
HINDOILEXP,EQ,    218.80,07-FEB-2025,    135.70,20-NOV-2025
HINDPETRO,EQ,    508.45,05-JAN-2026,    287.55,03-MAR-2025
HINDUNILVR,EQ,   2750.00,04-SEP-2025,   2136.00,04-MAR-2025
HINDWAREAP,EQ,    392.70,17-OCT-2025,    177.42,18-FEB-2025
HINDZINC,EQ,    656.35,29-DEC-2025,    378.15,03-MAR-2025
HIRECT,EQ,   2108.50,20-AUG-2025,    799.00,07-APR-2025
HISARMETAL,EQ,    232.88,30-JAN-2025,    148.50,12-JAN-2026
HITECH,EQ,    146.19,16-JAN-2025,     84.40,12-JAN-2026
HITECHCORP,EQ,    242.89,21-JAN-2025,    155.37,12-JAN-2026
HLEGLAS,EQ,    661.95,03-NOV-2025,    217.83,13-MAR-2025
HLVLTD,EQ,     18.30,20-JAN-2025,      8.20,31-DEC-2025
HMAAGRO,EQ,     40.40,01-FEB-2025,     26.83,12-JAN-2026
HMVL,EQ,    103.40,19-MAY-2025,     61.76,08-DEC-2025
HNDFDS,EQ,    608.00,16-APR-2025,    421.50,07-APR-2025
HNGSNGBEES,EQ,    579.92,06-OCT-2025,    309.05,13-JAN-2025
HOMEFIRST,EQ,   1519.00,25-JUL-2025,    878.40,07-APR-2025
HONASA,EQ,    334.20,09-JUN-2025,    197.51,12-FEB-2025
HONAUT,EQ,  42100.00,24-JAN-2025,  31025.00,07-APR-2025
HONDAPOWER,EQ,   3256.00,10-JUL-2025,   1815.00,07-APR-2025
HPAL,EQ,     75.00,13-JAN-2025,     39.00,12-JAN-2026
HPIL,EQ,    175.88,31-JUL-2025,    110.40,09-MAY-2025
HPL,EQ,    639.90,15-JUL-2025,    339.00,03-MAR-2025
HSCL,EQ,    570.05,13-JAN-2025,    365.35,07-APR-2025
HTMEDIA,EQ,     28.64,06-OCT-2025,     15.10,09-MAY-2025
HUBTOWN,EQ,    365.70,25-AUG-2025,    162.05,09-MAY-2025
HUDCO,EQ,    253.73,03-JUN-2025,    158.85,03-MAR-2025
HUHTAMAKI,EQ,    272.65,23-OCT-2025,    170.56,03-MAR-2025
HYUNDAI,EQ,   2890.00,22-SEP-2025,   1541.70,07-APR-2025
IBULLSLTD,EQ,     21.25,30-OCT-2025,     11.40,20-JAN-2025
ICDSLTD,EQ,     68.49,26-MAY-2025,     37.13,21-APR-2025
ICEMAKE,EQ,   1088.75,24-APR-2025,    575.15,17-FEB-2025
ICICIAMC,EQ,   2725.20,08-JAN-2026,   2530.00,22-DEC-2025
ICICIB22,EQ,    123.24,07-JAN-2026,     93.02,03-MAR-2025
ICICIBANK,EQ,   1500.00,25-JUL-2025,   1186.00,23-JAN-2025
ICICIGI,EQ,   2068.70,01-JUL-2025,   1613.70,04-MAR-2025
ICICIPRULI,EQ,    706.80,13-JAN-2026,    525.80,07-APR-2025
ICIL,EQ,    355.50,13-FEB-2025,    213.55,07-APR-2025
ICRA,EQ,   7130.00,16-JUL-2025,   5015.10,07-APR-2025
IDBI,EQ,    118.38,05-JAN-2026,     65.89,13-JAN-2025
IDEA,EQ,     12.80,31-DEC-2025,      6.12,14-AUG-2025
IDEAFORGE,EQ,    659.85,24-JUN-2025,    304.20,07-APR-2025
IDFCFIRSTB,EQ,     87.00,02-JAN-2026,     52.46,07-APR-2025
IDFNIFTYET,EQ,    340.80,15-DEC-2025,    235.01,07-APR-2025
IEX,EQ,    215.40,09-JUN-2025,    130.26,07-AUG-2025
IFBAGRO,EQ,   1790.00,08-JAN-2026,    440.00,07-APR-2025
IFBIND,EQ,   2019.80,31-OCT-2025,   1060.00,28-FEB-2025
IFCI,EQ,     74.50,29-MAY-2025,     36.20,07-APR-2025
IFGLEXPOR,EQ,    338.00,06-OCT-2025,    163.03,18-FEB-2025
IGARASHI,EQ,    689.75,05-FEB-2025,    401.05,07-APR-2025
IGCL,EQ,    122.00,22-JUL-2025,     70.10,12-JAN-2026
IGIL,EQ,    589.85,13-JAN-2025,    282.00,12-MAR-2025
IGL,EQ,    229.00,08-JUL-2025,    172.00,16-APR-2025
IGPL,EQ,    519.80,21-JUL-2025,    366.00,12-JAN-2026
IIFL,EQ,    675.00,06-JAN-2026,    279.80,04-MAR-2025
IIFLCAPS,EQ,    411.30,07-JAN-2026,    180.00,07-APR-2025
IITL,EQ,    407.85,30-JAN-2025,    144.30,12-JAN-2026
IKIO,EQ,    304.00,21-MAR-2025,    166.00,19-FEB-2025
IKS,EQ,   1992.20,15-JAN-2025,   1236.80,07-APR-2025
IMAGICAA,EQ,     76.30,12-FEB-2025,     43.90,29-DEC-2025
IMFA,EQ,   1510.60,05-JAN-2026,    549.80,07-APR-2025
IMPAL,EQ,   1184.50,17-JUL-2025,    870.10,28-FEB-2025
INCREDIBLE,EQ,     52.87,08-SEP-2025,     28.50,03-MAR-2025
INDBANK,EQ,     47.15,07-OCT-2025,     25.50,07-APR-2025
INDGN,EQ,    681.70,21-JAN-2025,    499.00,28-FEB-2025
INDHOTEL,EQ,    858.00,25-MAR-2025,    672.60,07-NOV-2025
INDIACEM,EQ,    485.80,08-JAN-2026,    238.85,28-FEB-2025
INDIAGLYCO,EQ,   1222.00,20-NOV-2025,    503.53,03-MAR-2025
INDIAMART,EQ,   2799.00,14-JUL-2025,   1900.10,07-APR-2025
INDIANB,EQ,    894.85,18-NOV-2025,    473.90,13-JAN-2025
INDIANCARD,EQ,    384.00,20-MAY-2025,    217.50,05-MAR-2025
INDIANHUME,EQ,    479.00,04-JUL-2025,    281.05,17-FEB-2025
INDIASHLTR,EQ,   1011.75,21-JUL-2025,    607.00,04-FEB-2025
INDIGO,EQ,   6232.50,18-AUG-2025,   3945.00,22-JAN-2025
INDIGOPNTS,EQ,   1345.90,18-NOV-2025,    910.00,07-APR-2025
INDIQUBE,EQ,    243.80,22-SEP-2025,    186.00,12-JAN-2026
INDNIPPON,EQ,   1099.90,08-OCT-2025,    545.30,17-MAR-2025
INDOAMIN,EQ,    176.25,07-JUL-2025,    105.00,04-MAR-2025
INDOBORAX,EQ,    301.85,28-JUL-2025,    142.35,19-FEB-2025
INDOCO,EQ,    349.80,16-JUL-2025,    190.00,28-FEB-2025
INDOFARM,EQ,    271.69,20-OCT-2025,    136.80,07-APR-2025
INDORAMA,EQ,     75.00,03-NOV-2025,     32.00,05-MAR-2025
INDOSTAR,EQ,    366.30,01-JUL-2025,    215.05,25-NOV-2025
INDOTECH,EQ,   3489.90,13-JAN-2025,   1450.00,13-JAN-2026
INDOTHAI,EQ,    466.35,19-NOV-2025,    143.65,03-SEP-2025
INDOUS,EQ,    253.80,17-JAN-2025,    109.50,26-NOV-2025
INDOWIND,EQ,     24.80,01-FEB-2025,     13.58,18-DEC-2025
INDRAMEDCO,EQ,    640.85,06-NOV-2025,    307.25,13-MAR-2025
INDSWFTLAB,EQ,    124.00,08-JUL-2025,     68.72,09-MAY-2025
INDTERRAIN,EQ,     47.00,14-JAN-2025,     29.65,13-MAR-2025
INDUSINDBK,EQ,   1086.55,07-FEB-2025,    606.00,12-MAR-2025
INDUSTOWER,EQ,    454.95,09-JAN-2026,    312.55,03-SEP-2025
INFIBEAM,EQ,     22.31,20-JAN-2025,     13.62,07-APR-2025
INFOBEAN,EQ,   1030.00,07-JAN-2026,    270.55,07-APR-2025
INFOMEDIA,EQ,      9.89,11-JUN-2025,      5.60,10-MAR-2025
INFRABEES,EQ,   1018.30,05-JAN-2026,    783.98,03-MAR-2025
INFRAIETF,EQ,    101.00,19-DEC-2025,     77.65,03-MAR-2025
INFY,EQ,   1982.80,13-JAN-2025,   1307.00,07-APR-2025
INGERRAND,EQ,   4477.80,01-OCT-2025,   3055.00,12-FEB-2025
INNOVACAP,EQ,   1099.95,14-JAN-2025,    660.00,09-DEC-2025
INNOVANA,EQ,    649.50,10-JUL-2025,    270.50,27-MAR-2025
INOXGREEN,EQ,    279.00,03-NOV-2025,    104.00,09-APR-2025
INOXINDIA,EQ,   1288.00,02-JUL-2025,    884.20,27-JAN-2025
INOXWIND,EQ,    199.01,02-JUN-2025,    110.19,12-JAN-2026
INSECTICID,EQ,   1098.00,01-AUG-2025,    542.55,17-FEB-2025
INSPIRISYS,EQ,    120.74,14-MAY-2025,     66.55,07-APR-2025
INTELLECT,EQ,   1255.00,17-JUN-2025,    577.40,07-APR-2025
INTENTECH,EQ,    149.90,23-SEP-2025,     79.50,19-AUG-2025
INTERARCH,EQ,   2762.60,10-NOV-2025,   1264.00,07-APR-2025
INTERNET,EQ,     16.12,10-JUL-2025,     13.23,12-JAN-2026
INTLCONV,EQ,    114.54,07-OCT-2025,     61.20,18-FEB-2025
INVENTURE,EQ,      2.05,13-JAN-2025,      1.10,01-JAN-2026
IOB,EQ,     54.54,14-JAN-2025,     33.50,07-APR-2025
IOC,EQ,    174.50,12-NOV-2025,    110.72,03-MAR-2025
IOLCP,EQ,    126.66,19-SEP-2025,     57.50,07-APR-2025
IONEXCHANG,EQ,    656.50,20-JAN-2025,    330.95,09-DEC-2025
IPCALAB,EQ,   1634.75,13-JAN-2025,   1168.20,07-APR-2025
IPL,EQ,    245.84,21-AUG-2025,    119.79,03-MAR-2025
IRB,EQ,     60.88,01-FEB-2025,     40.28,12-JAN-2026
IRCON,EQ,    229.50,01-FEB-2025,    134.24,03-MAR-2025
IRCTC,EQ,    831.75,01-FEB-2025,    626.00,13-JAN-2026
IREDA,EQ,    212.55,17-JAN-2025,    129.11,09-DEC-2025
IRFC,EQ,    155.52,01-FEB-2025,    108.04,03-MAR-2025
IRIS,EQ,    577.00,14-JAN-2025,    228.05,23-MAY-2025
IRISDOREME,EQ,     39.49,29-DEC-2025,     20.73,27-MAR-2025
IRMENERGY,EQ,    393.00,23-SEP-2025,    237.00,17-MAR-2025
ISFT,EQ,    146.91,21-JAN-2025,     83.05,25-NOV-2025
ISGEC,EQ,   1310.75,13-JAN-2025,    748.05,09-DEC-2025
ISHANCH,EQ,     83.37,13-OCT-2025,     36.00,07-MAY-2025
IT,EQ,     48.48,13-JAN-2025,     32.55,07-APR-2025
ITADD,EQ,     47.57,13-JAN-2025,     32.61,07-APR-2025
ITBEES,EQ,     48.33,14-JAN-2025,     33.63,07-APR-2025
ITBETA,EQ,    469.99,03-FEB-2025,    325.00,07-APR-2025
ITC,EQ,    471.50,01-FEB-2025,    333.70,13-JAN-2026
ITCHOTELS,EQ,    261.62,21-JUL-2025,    155.10,31-JAN-2025
ITDC,EQ,    712.80,06-OCT-2025,    467.05,19-FEB-2025
ITETF,EQ,     46.00,13-JAN-2025,     31.70,07-APR-2025
ITI,EQ,    441.80,13-JAN-2025,    234.04,07-APR-2025
ITIETF,EQ,     48.25,24-JAN-2025,     33.43,07-APR-2025
IVALUE,EQ,    340.00,20-NOV-2025,    240.00,12-JAN-2026
IVC,EQ,     11.80,23-JAN-2025,      7.05,04-NOV-2025
IVP,EQ,    217.95,16-JAN-2025,    138.05,09-DEC-2025
IVZINGOLD,EQ,  12500.00,13-JAN-2026,   6803.00,14-JAN-2025
IVZINNIFTY,EQ,   3109.52,24-NOV-2025,   2480.00,03-MAR-2025
IXIGO,EQ,    339.15,16-OCT-2025,    117.00,04-MAR-2025
IZMO,EQ,   1374.70,29-SEP-2025,    229.70,04-MAR-2025
J&KBANK,EQ,    117.25,01-JUL-2025,     86.61,13-JAN-2025
JAGRAN,EQ,     83.80,29-MAY-2025,     65.01,09-MAY-2025
JAGSNPHARM,EQ,    301.65,28-JUL-2025,    176.11,12-JAN-2026
JAIBALAJI,EQ,    174.30,17-JAN-2025,     59.90,11-DEC-2025
JAICORPLTD,EQ,    180.50,13-JAN-2025,     81.49,09-MAY-2025
JAINREC,EQ,    461.00,18-NOV-2025,    247.57,01-OCT-2025
JAIPURKURT,EQ,     59.00,07-FEB-2025,     26.00,31-DEC-2025
JAMNAAUTO,EQ,    138.50,07-JAN-2026,     68.57,03-MAR-2025
JARO,EQ,    890.00,30-SEP-2025,    386.00,12-JAN-2026
JASH,EQ,    698.95,22-APR-2025,    397.65,13-JAN-2026
JAYAGROGN,EQ,    308.85,10-FEB-2025,    189.00,12-JAN-2026
JAYBARMARU,EQ,    111.85,25-SEP-2025,     55.50,07-APR-2025
JAYKAY,EQ,    219.70,03-DEC-2025,    169.41,12-JAN-2026
JAYNECOIND,EQ,     94.30,05-JAN-2026,     28.00,04-MAR-2025
JAYSREETEA,EQ,    122.71,09-JUN-2025,     81.67,08-DEC-2025
JBCHEPHARM,EQ,   1939.00,07-JAN-2026,   1385.75,07-APR-2025
JBMA,EQ,    824.00,31-JAN-2025,    489.80,17-MAR-2025
JGCHEM,EQ,    558.00,21-JUL-2025,    280.45,07-APR-2025
JHS,EQ,     21.00,21-JAN-2025,      8.66,05-JAN-2026
JINDALPHOT,EQ,   1616.60,10-DEC-2025,    536.00,03-MAR-2025
JINDALPOLY,EQ,    914.95,05-FEB-2025,    415.10,13-JAN-2026
JINDALSAW,EQ,    286.40,20-MAR-2025,    153.00,09-DEC-2025
JINDALSTEL,EQ,   1098.00,13-NOV-2025,    723.35,31-JAN-2025
JINDRILL,EQ,    990.35,06-FEB-2025,    490.50,18-DEC-2025
JINDWORLD,EQ,     90.33,16-JAN-2025,     27.00,13-JAN-2026
JIOFIN,EQ,    338.60,05-AUG-2025,    198.65,03-MAR-2025
JISLDVREQS,EQ,     41.00,21-JAN-2025,     25.66,10-DEC-2025
JISLJALEQS,EQ,     83.40,21-JAN-2025,     37.15,12-JAN-2026
JITFINFRA,EQ,    655.00,20-JAN-2025,    248.25,12-JAN-2026
JKCEMENT,EQ,   7565.50,20-AUG-2025,   4218.90,17-MAR-2025
JKIL,EQ,    776.35,07-FEB-2025,    540.00,09-DEC-2025
JKIPL,EQ,    126.95,03-OCT-2025,     82.30,12-JAN-2026
JKLAKSHMI,EQ,   1021.20,22-JUL-2025,    660.50,28-FEB-2025
JKPAPER,EQ,    444.80,03-OCT-2025,    275.75,03-MAR-2025
JKTYRE,EQ,    524.70,02-JAN-2026,    243.00,03-MAR-2025
JLHL,EQ,   1770.00,25-MAR-2025,   1266.00,07-APR-2025
JMA,EQ,    111.99,05-MAY-2025,     64.30,07-APR-2025
JMFINANCIL,EQ,    199.80,22-AUG-2025,     80.20,07-APR-2025
JNKINDIA,EQ,    634.00,16-JAN-2025,    210.71,08-DEC-2025
JOCIL,EQ,    202.90,16-JAN-2025,    132.02,18-MAR-2025
JPOLYINVST,EQ,   1184.90,03-DEC-2025,    554.30,03-MAR-2025
JPPOWER,EQ,     27.70,14-JUL-2025,     12.36,03-MAR-2025
JSFB,EQ,    552.50,10-JUN-2025,    363.80,21-JAN-2025
JSL,EQ,    884.00,07-JAN-2026,    496.60,07-APR-2025
JSLL,EQ,    849.50,23-SEP-2025,    280.00,18-FEB-2025
JSWCEMENT,EQ,    162.15,04-SEP-2025,    106.65,04-DEC-2025
JSWENERGY,EQ,    582.00,20-JAN-2025,    418.75,17-FEB-2025
JSWHL,EQ,  27740.00,21-APR-2025,  14300.05,17-FEB-2025
JSWINFRA,EQ,    349.00,24-SEP-2025,    218.20,18-FEB-2025
JSWSTEEL,EQ,   1223.90,29-OCT-2025,    880.00,13-JAN-2025
JTEKTINDIA,EQ,    188.50,09-SEP-2025,    103.98,03-MAR-2025
JTLIND,EQ,    111.50,21-JAN-2025,     51.31,12-JAN-2026
JUBLCPL,EQ,   3013.40,02-SEP-2025,   1020.00,07-APR-2025
JUBLFOOD,EQ,    760.50,03-FEB-2025,    512.10,12-JAN-2026
JUBLINGREA,EQ,    851.80,17-JUL-2025,    535.20,07-APR-2025
JUBLPHARMA,EQ,   1248.00,30-JUL-2025,    802.00,07-APR-2025
JUNIORBEES,EQ,    777.00,23-OCT-2025,    595.00,03-MAR-2025
JUNIPER,EQ,    345.55,28-MAY-2025,    220.80,09-DEC-2025
JUSTDIAL,EQ,   1048.90,21-APR-2025,    701.50,11-DEC-2025
JWL,EQ,    522.00,20-JAN-2025,    247.15,09-DEC-2025
JYOTHYLAB,EQ,    423.00,05-FEB-2025,    257.25,12-JAN-2026
JYOTICNC,EQ,   1330.00,02-JUN-2025,    750.10,28-FEB-2025
JYOTISTRUC,EQ,     25.16,06-FEB-2025,      8.63,13-JAN-2026
KABRAEXTRU,EQ,    506.45,13-JAN-2025,    199.00,12-JAN-2026
KAJARIACER,EQ,   1321.90,08-AUG-2025,    758.70,07-APR-2025
KAKATCEM,EQ,    184.50,21-JAN-2025,    116.51,12-JAN-2026
KALAMANDIR,EQ,    223.03,28-OCT-2025,    113.00,09-MAY-2025
KALPATARU,EQ,    457.40,09-JUL-2025,    325.40,11-DEC-2025
KALYANIFRG,EQ,    890.00,20-MAY-2025,    488.15,03-MAR-2025
